"","RentRs","RentUSD","Posted.On","BHK","Size","Floor","Apt.Floor","Total.Floor","Area.Type","Area.Locality","City","Furnishing.Status","Tenant.Preferred","Bathroom","Point.of.Contact","Month.Num","Month"
"161",9500,114,2022-07-04,2,700,"1 out of 2",1,2,"Super Area","Jadavpur","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",7,"July"
"162",10000,120,2022-06-27,2,450,"2 out of 1",2,1,"Carpet Area","Behala","Kolkata","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"163",3500,42,2022-05-06,1,120,"Ground out of 3",1,3,"Super Area","Dum Dum Cantonment","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",5,"May"
"164",9000,108,2022-06-01,2,800,"1 out of 2",1,2,"Super Area","New Garia, Garia","Kolkata","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"165",40000,480,2022-06-07,3,1220,"2 out of 3",2,3,"Carpet Area","Salt Lake City Sector 3","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"166",16500,198,2022-06-23,3,1100,"Ground out of 3",1,3,"Super Area","Mominpur","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",6,"June"
"167",8000,96,2022-06-12,3,700,"Ground out of 3",1,3,"Carpet Area","Halisahar Station Road, Kanchrapara","Kolkata","Unfurnished","Family",2,"Contact Owner",6,"June"
"168",12000,144,2022-05-10,2,800,"Ground out of 3",1,3,"Super Area","Santoshpur","Kolkata","Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"169",6500,78,2022-06-27,2,670,"2 out of 2",2,2,"Super Area","Dunlop, Dakshineswar, Belgharia Expressway","Kolkata","Unfurnished","Family",1,"Contact Owner",6,"June"
"170",40000,480,2022-04-30,4,1300,"1 out of 2",1,2,"Super Area","Ballygunge","Kolkata","Unfurnished","Bachelors/Family",3,"Contact Owner",4,"April"
"171",5000,60,2022-05-06,1,190,"Ground out of 2",1,2,"Super Area","Baguihati","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"172",9000,108,2022-05-24,2,700,"Ground out of 2",1,2,"Super Area","Kabardanga","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"173",7000,84,2022-06-17,1,240,"Ground out of 4",1,4,"Carpet Area","Jadavpur","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",6,"June"
"174",18000,216,2022-05-19,2,850,"2 out of 4",2,4,"Carpet Area","Behala Chowrasta","Kolkata","Semi-Furnished","Family",1,"Contact Owner",5,"May"
"175",9000,108,2022-05-26,1,950,"1 out of 2",1,2,"Super Area","Haltu","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",5,"May"
"176",5500,66,2022-06-11,1,450,"1 out of 2",1,2,"Carpet Area","Botanical Garden Area","Kolkata","Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"177",7500,90,2022-06-08,2,800,"Ground out of 2",1,2,"Carpet Area","Bonhooghly","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",6,"June"
"178",4000,48,2022-07-02,2,600,"1 out of 2",1,2,"Carpet Area","Nilgung Old Bazar","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",7,"July"
"179",10500,126,2022-05-30,3,800,"2 out of 2",2,2,"Carpet Area","Teghoria, Baguiati","Kolkata","Unfurnished","Bachelors",2,"Contact Owner",5,"May"
"180",15000,180,2022-07-03,3,1100,"Ground out of 2",1,2,"Carpet Area","Survey Park","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",7,"July"
"181",15000,180,2022-06-16,2,800,"Ground out of 2",1,2,"Carpet Area","Baguiati","Kolkata","Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"182",50000,600,2022-05-13,1,2200,"2 out of 5",2,5,"Super Area","Kanchrapara","Kolkata","Furnished","Bachelors/Family",3,"Contact Owner",5,"May"
"183",12000,144,2022-06-08,2,950,"1 out of 1",1,1,"Carpet Area","Jote Shibrampur, Joth Shibrampur","Kolkata","Unfurnished","Bachelors",2,"Contact Owner",6,"June"
"184",11000,132,2022-04-25,2,550,"2 out of 3",2,3,"Carpet Area","Ultadanga","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",4,"April"
"185",12000,144,2022-06-04,2,1800,"1 out of 1",1,1,"Carpet Area","Birati","Kolkata","Unfurnished","Bachelors",2,"Contact Owner",6,"June"
"186",8000,96,2022-05-11,2,1000,"Ground out of 2",1,2,"Super Area","Chinar Park, Rajarhat","Kolkata","Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"187",18000,216,2022-05-27,2,600,"Ground out of 3",1,3,"Super Area","Bagha Jatin Pally","Kolkata","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"188",8000,96,2022-04-24,2,750,"2 out of 4",2,4,"Carpet Area","rishi aurobindo sarani neat NIOH hospital","Kolkata","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4,"April"
"189",7000,84,2022-05-10,2,685,"2 out of 3",2,3,"Super Area","Dum Dum Metro","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Agent",5,"May"
"190",6500,78,2022-05-24,1,44,"Ground out of 1",1,1,"Carpet Area","Baranagar","Kolkata","Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"191",13000,156,2022-06-10,4,1200,"Ground out of 2",1,2,"Carpet Area","Tollygunge","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",6,"June"
"192",9000,108,2022-05-05,2,500,"Ground out of 2",1,2,"Carpet Area","Airport Near Gate No. 21/2","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",5,"May"
"193",10000,120,2022-04-29,4,1110,"2 out of 2",2,2,"Carpet Area","Purbasa","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",4,"April"
"194",12000,144,2022-05-05,2,1000,"1 out of 3",1,3,"Super Area","Jadavpur","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",5,"May"
"195",5000,60,2022-06-26,2,392,"Ground out of 2",1,2,"Super Area","Jadavpur","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",6,"June"
"196",6000,72,2022-05-09,2,700,"1 out of 2",1,2,"Super Area","Barasat-Barrackpore Road","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",5,"May"
"197",5200,62.4,2022-05-19,1,750,"2 out of 4",2,4,"Super Area","Keshtopur","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",5,"May"
"198",15000,180,2022-06-07,3,1500,"1 out of 2",1,2,"Super Area","Biren Roy Road (W) Chowrashtra Behala, Raja Rammohan Roy Road","Kolkata","Unfurnished","Family",2,"Contact Owner",6,"June"
"199",9000,108,2022-04-29,2,900,"Ground out of 1",1,1,"Super Area","Keshtopur","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",4,"April"
"200",24000,288,2022-07-03,1,710,"1 out of 1",1,1,"Super Area","Salt Lake City Sector 1","Kolkata","Furnished","Bachelors",1,"Contact Agent",7,"July"
"201",5500,66,2022-05-26,1,400,"Ground out of 3",1,3,"Carpet Area","jadavpur central park east","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",5,"May"
"202",10000,120,2022-06-24,1,700,"1 out of 2",1,2,"Carpet Area","Garia","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",6,"June"
"203",15000,180,2022-07-03,2,1000,"Ground out of 2",1,2,"Carpet Area","Tn Chatterjee Street","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",7,"July"
"204",4700,56.4,2022-06-12,1,250,"1 out of 2",1,2,"Super Area","Kaikhali","Kolkata","Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"205",5000,60,2022-05-14,1,500,"Ground out of 3",1,3,"Carpet Area","Bata Nagar","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"206",5000,60,2022-05-20,2,450,"2 out of 2",2,2,"Carpet Area","Birati","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"207",15000,180,2022-06-27,3,1400,"1 out of 3",1,3,"Super Area","Survey Park","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",6,"June"
"208",5000,60,2022-05-14,1,500,"1 out of 1",1,1,"Carpet Area","Bata Nagar","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"209",6000,72,2022-06-17,2,700,"Ground out of 1",1,1,"Carpet Area","Hatiara Extention","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",6,"June"
"210",18000,216,2022-06-04,3,1200,"1 out of 3",1,3,"Carpet Area","Salt Lake City Sector 1","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"211",8000,96,2022-06-21,2,450,"1 out of 2",1,2,"Carpet Area","Andul","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",6,"June"
"212",13000,156,2022-06-23,1,500,"2 out of 2",2,2,"Carpet Area","Salt Lake City Sector 2","Kolkata","Furnished","Bachelors",1,"Contact Agent",6,"June"
"213",7500,90,2022-07-02,2,400,"Ground out of 1",1,1,"Carpet Area","locality","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",7,"July"
"214",12000,144,2022-04-24,3,1000,"Ground out of 1",1,1,"Super Area","Khardah","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",4,"April"
"215",11000,132,2022-06-04,2,750,"Ground out of 1",1,1,"Carpet Area","Parnasree Pally","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",6,"June"
"216",6000,72,2022-06-24,1,450,"Ground out of 2",1,2,"Super Area","Baghajatin","Kolkata","Unfurnished","Family",1,"Contact Owner",6,"June"
"217",20000,240,2022-06-19,3,1000,"1 out of 2",1,2,"Carpet Area","Salt Lake City Sector 3","Kolkata","Unfurnished","Bachelors",2,"Contact Agent",6,"June"
"218",7000,84,2022-07-03,2,500,"1 out of 1",1,1,"Carpet Area","sarsuna banerjee para","Kolkata","Unfurnished","Bachelors",2,"Contact Owner",7,"July"
"219",30000,360,2022-06-19,4,1600,"Ground out of 1",1,1,"Carpet Area","Salt Lake City Sector 3","Kolkata","Unfurnished","Bachelors",2,"Contact Agent",6,"June"
"220",7500,90,2022-07-02,2,550,"Ground out of 1",1,1,"Carpet Area","Near Seven Tanks Road Dumdum Station","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",7,"July"
"221",6500,78,2022-06-21,1,550,"1 out of 2",1,2,"Super Area","Jyangra","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"222",3000,36,2022-06-04,1,200,"2 out of 3",2,3,"Super Area","Barasat","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",6,"June"
"223",5200,62.4,2022-06-30,2,650,"1 out of 2",1,2,"Carpet Area","Sukchar","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",6,"June"
"224",25000,300,2022-06-22,2,1000,"1 out of 1",1,1,"Super Area","Tagore Park, Kasba","Kolkata","Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"225",12500,150,2022-05-27,2,680,"Ground out of 2",1,2,"Carpet Area","Barrackpore","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",5,"May"
"226",8500,102,2022-06-17,2,720,"Ground out of 1",1,1,"Carpet Area","Silpara, Purba Barisha","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"227",3500,42,2022-06-20,2,500,"4 out of 5",4,5,"Carpet Area","Konnagar","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",6,"June"
"228",7000,84,2022-06-30,2,800,"Ground out of 2",1,2,"Super Area","Madhyam Gram","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",6,"June"
"229",3000,36,2022-05-19,1,160,"Ground out of 1",1,1,"Super Area","Kudghat, Ashok Nagar","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",5,"May"
"230",14000,168,2022-06-19,2,1200,"1 out of 2",1,2,"Carpet Area","Salt Lake City Sector 5","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Agent",6,"June"
"231",18000,216,2022-06-17,1,700,"Ground out of 4",1,4,"Super Area","Salt Lake City Sector 3","Kolkata","Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"232",3500,42,2022-06-13,1,1000,"Ground out of 1",1,1,"Super Area","Dum Dum Cantonment","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"233",16000,192,2022-06-16,2,1250,"Ground out of 1",1,1,"Super Area","Kasba","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Agent",6,"June"
"234",35000,420,2022-05-06,4,1600,"Ground out of 3",1,3,"Super Area","Salt Lake City","Kolkata","Unfurnished","Bachelors/Family",3,"Contact Owner",5,"May"
"235",21000,252,2022-06-04,2,700,"Ground out of 2",1,2,"Super Area","Lake Gardens","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"236",4500,54,2022-06-16,1,450,"Ground out of 2",1,2,"Super Area","Silpara, Purba Barisha","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",6,"June"
"237",15000,180,2022-06-04,2,839,"1 out of 3",1,3,"Super Area","Howrah","Kolkata","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"238",4500,54,2022-07-01,1,230,"Ground out of 3",1,3,"Super Area","Birati","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",7,"July"
"239",5500,66,2022-05-06,1,1800,"Ground out of 2",1,2,"Super Area","Baranagar","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",5,"May"
"240",8500,102,2022-05-10,2,800,"1 out of 2",1,2,"Super Area","Baguihati","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",5,"May"
"241",5000,60,2022-05-27,1,500,"Ground out of 1",1,1,"Carpet Area","BRAHMAPUR NEAR BANSDRONI","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"242",8500,102,2022-05-22,2,620,"Ground out of 1",1,1,"Carpet Area","Kasba","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",5,"May"
"243",9000,108,2022-04-24,2,650,"2 out of 3",2,3,"Carpet Area","tollygunge Kabardanga","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",4,"April"
"244",7500,90,2022-05-23,1,550,"1 out of 2",1,2,"Super Area","Naktala, Garia","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Agent",5,"May"
"245",7000,84,2022-04-23,2,450,"1 out of 3",1,3,"Carpet Area","safuipara","Kolkata","Furnished","Bachelors",2,"Contact Owner",4,"April"
"246",15000,180,2022-04-24,3,1350,"1 out of 2",1,2,"Carpet Area","Annapurna Apartment, Rajarhat Chowmatha","Kolkata","Unfurnished","Family",2,"Contact Owner",4,"April"
"247",7000,84,2022-05-06,2,600,"2 out of 2",2,2,"Super Area","Park Circus, Ballygunge","Kolkata","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"248",10000,120,2022-05-31,3,1200,"2 out of 4",2,4,"Super Area","Belghoria","Kolkata","Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"249",7000,84,2022-06-25,2,700,"1 out of 2",1,2,"Super Area","Haridevpur, Paschim Putiary","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Agent",6,"June"
"250",3200,38.4,2022-06-27,3,800,"1 out of 3",1,3,"Carpet Area","Bhawanipur","Kolkata","Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"251",6000,72,2022-06-19,2,600,"Ground out of 3",1,3,"Carpet Area","Santoshpur","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"252",12000,144,2022-06-19,2,900,"1 out of 3",1,3,"Super Area","Tollygunge","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"253",6000,72,2022-05-31,2,750,"Ground out of 1",1,1,"Super Area","Behala","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",5,"May"
"254",10000,120,2022-07-01,3,1250,"1 out of 2",1,2,"Super Area","Jaffarpore Rifle Range Road","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",7,"July"
"255",12000,144,2022-05-31,3,1000,"2 out of 2",2,2,"Super Area","Dariya","Kolkata","Semi-Furnished","Bachelors/Family",3,"Contact Owner",5,"May"
"256",8000,96,2022-06-03,2,600,"Ground out of 2",1,2,"Super Area","Howrah","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"257",5300,63.6,2022-06-30,2,650,"1 out of 1",1,1,"Carpet Area","Sodepur","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",6,"June"
"258",5000,60,2022-06-24,2,450,"2 out of 3",2,3,"Carpet Area","Liluah","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",6,"June"
"259",8500,102,2022-06-11,3,800,"Ground out of 2",1,2,"Super Area","Near DumDum Metro","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"260",22000,264,2022-06-19,3,1000,"Ground out of 3",1,3,"Carpet Area","Sukanta Nagar, New Barrakpur","Kolkata","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"261",7000,84,2022-06-19,2,1000,"Ground out of 3",1,3,"Super Area","Kumarpara, Narendrapur","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",6,"June"
"262",25000,300,2022-06-25,3,1400,"5 out of 5",5,5,"Carpet Area","Salt Lake City","Kolkata","Furnished","Bachelors",3,"Contact Agent",6,"June"
"263",7000,84,2022-06-11,2,600,"1 out of 4",1,4,"Carpet Area","Barrackpore","Kolkata","Semi-Furnished","Bachelors",1,"Contact Owner",6,"June"
"264",15000,180,2022-06-13,2,723,"Ground out of 3",1,3,"Carpet Area","Narendrapur","Kolkata","Furnished","Family",1,"Contact Owner",6,"June"
"265",6000,72,2022-06-19,1,320,"Ground out of 2",1,2,"Carpet Area","Sahid Nagar","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",6,"June"
"266",8000,96,2022-06-17,2,900,"Ground out of 3",1,3,"Super Area","Belghoria","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"267",40000,480,2022-05-27,3,1400,"Ground out of 2",1,2,"Carpet Area","Salt Lake City Sector 2","Kolkata","Furnished","Bachelors/Family",2,"Contact Agent",5,"May"
"268",6000,72,2022-06-24,1,2160,"1 out of 2",1,2,"Super Area","Kasba","Kolkata","Semi-Furnished","Bachelors",1,"Contact Owner",6,"June"
"269",15000,180,2022-06-22,2,650,"Ground out of 2",1,2,"Carpet Area","kasba bosepukur","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"270",6500,78,2022-06-16,2,800,"1 out of 1",1,1,"Super Area","Kanchrapara","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"271",8000,96,2022-06-08,3,800,"2 out of 3",2,3,"Super Area","Bansdroni","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"272",5500,66,2022-05-05,1,500,"Ground out of 2",1,2,"Carpet Area","Garia Station, Garia","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",5,"May"
"273",9000,108,2022-06-28,3,1700,"1 out of 2",1,2,"Super Area","Panchanantala Road","Kolkata","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"274",6000,72,2022-04-27,1,130,"Ground out of 2",1,2,"Carpet Area","Bow Bazar","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4,"April"
"275",15000,180,2022-05-14,1,505,"Ground out of 3",1,3,"Super Area","Kasba","Kolkata","Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"276",30000,360,2022-07-04,4,4000,"Ground out of 3",1,3,"Super Area","Sakher Bazar, Purba Barisha","Kolkata","Furnished","Bachelors/Family",3,"Contact Agent",7,"July"
"277",30000,360,2022-05-22,3,1250,"Ground out of 2",1,2,"Super Area","New Alipore","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",5,"May"
"278",5000,60,2022-06-15,1,700,"Ground out of 2",1,2,"Carpet Area","My Own House","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",6,"June"
"279",15000,180,2022-06-12,2,900,"Ground out of 1",1,1,"Super Area","Park Circus, Ballygunge","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",6,"June"
"280",6500,78,2022-06-26,1,650,"1 out of 1",1,1,"Super Area","Joka","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"281",4500,54,2022-06-29,2,750,"Ground out of 1",1,1,"Super Area","Azadgarh","Kolkata","Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"282",7000,84,2022-05-07,2,450,"Ground out of 3",1,3,"Carpet Area","Mandirtala","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",5,"May"
"283",6500,78,2022-06-25,1,350,"1 out of 2",1,2,"Carpet Area","Dhakuria","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"284",17500,210,2022-06-12,1,480,"1 out of 2",1,2,"Carpet Area","Rabindra Sarovar Metro","Kolkata","Furnished","Bachelors",2,"Contact Owner",6,"June"
"285",10000,120,2022-06-18,2,900,"Ground out of 3",1,3,"Super Area","Garia","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",6,"June"
"286",1500,18,2022-05-24,1,200,"Ground out of 2",1,2,"Super Area","Santoshpur","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"287",25000,300,2022-06-06,3,1100,"2 out of 3",2,3,"Super Area","Regent Estate, Bijoygarh","Kolkata","Unfurnished","Bachelors/Family",3,"Contact Owner",6,"June"
"288",12000,144,2022-04-28,2,800,"1 out of 2",1,2,"Carpet Area","Kasba","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",4,"April"
"289",7500,90,2022-06-05,3,1000,"Ground out of 2",1,2,"Carpet Area","south station pally dankuni","Kolkata","Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"290",7000,84,2022-06-11,1,800,"1 out of 2",1,2,"Carpet Area","Kumargali","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",6,"June"
"291",3500,42,2022-06-29,1,200,"Upper Basement out of 4",-1,4,"Super Area","Baguihati","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"292",10000,120,2022-06-26,3,1190,"1 out of 2",1,2,"Carpet Area","Sarsuna","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"293",14000,168,2022-05-17,2,900,"Ground out of 2",1,2,"Carpet Area","Salt Lake City","Kolkata","Unfurnished","Bachelors",2,"Contact Agent",5,"May"
"294",15000,180,2022-05-28,2,1500,"Ground out of 2",1,2,"Super Area","Garia","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",5,"May"
"295",6500,78,2022-05-15,2,600,"2 out of 3",2,3,"Super Area","Thakurpukur","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",5,"May"
"296",10000,120,2022-05-14,3,800,"Ground out of 4",1,4,"Super Area","Brahmapur","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",5,"May"
"297",10500,126,2022-05-09,2,800,"1 out of 2",1,2,"Carpet Area","Santoshpur","Kolkata","Unfurnished","Family",2,"Contact Owner",5,"May"
"298",10000,120,2022-06-11,3,900,"Ground out of 3",1,3,"Carpet Area","Garia","Kolkata","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
